âºì`ï[î‘çÜ,ÉwÉbÉ_î≠íçãÊï™,ÉvÉçÉWÉFÉNÉgî‘çÜ,éÛíçî‘çÜ,éÛíççsî‘çÜ,éñã∆èäÉRÅ[Éh,î≠íçì˙,ÉwÉbÉ_ì¸â◊ó\íËì˙,ÉwÉbÉ_édì¸ó\íËì˙,ÉwÉbÉ_édì¸êÊî[ïiì˙,íSìñé“ÉRÅ[Éh,édì¸êÊÉRÅ[Éh,édì¸êÊê≥éÆñº,édì¸êÊñº,édì¸êÊóXï÷î‘çÜ1,édì¸êÊóXï÷î‘çÜ2,édì¸êÊèZèä1,édì¸êÊèZèä2,édì¸êÊèZèä3,édì¸êÊèZèä4,édì¸êÊèZèä5,édì¸êÊìdòbî‘çÜ1,édì¸êÊìdòbî‘çÜ2,édì¸êÊìdòbî‘çÜ3,édì¸êÊFAXî‘çÜ1,édì¸êÊFAXî‘çÜ2,édì¸êÊFAXî‘çÜ3,édì¸êÊìdòbî‘çÜ,édì¸êÊFAXî‘çÜ,édì¸êÊíSìñïîèêñº,édì¸êÊíSìñé“ñêE,édì¸êÊíSìñé“ñº,éxï•êÊÉRÅ[Éh,éxï•êÊê≥éÆñº,éxï•êÊñº,éxï•êÊóXï÷î‘çÜ1,éxï•êÊóXï÷î‘çÜ2,éxï•êÊèZèä1,éxï•êÊèZèä2,éxï•êÊèZèä3,éxï•êÊèZèä4,éxï•êÊèZèä5,éxï•êÊìdòbî‘çÜ1,éxï•êÊìdòbî‘çÜ2,éxï•êÊìdòbî‘çÜ3,éxï•êÊFAXî‘çÜ1,éxï•êÊFAXî‘çÜ2,éxï•êÊFAXî‘çÜ3,éxï•êÊìdòbî‘çÜ,éxï•êÊFAXî‘çÜ,éxï•êÊíSìñïîèêñº,éxï•êÊíSìñé“ñêE,éxï•êÊíSìñé“ñº,éxï•í†í[ãÊï™,éxï•ó\íËì˙,éxï•ï˚ñ@ÉRÅ[Éh,ìæà”êÊÉRÅ[Éh,ìæà”êÊê≥éÆñº,ìæà”êÊñº,ìæà”êÊóXï÷î‘çÜ1,ìæà”êÊóXï÷î‘çÜ2,ìæà”êÊèZèä1,ìæà”êÊèZèä2,ìæà”êÊìdòbî‘çÜ1,ìæà”êÊìdòbî‘çÜ2,ìæà”êÊìdòbî‘çÜ3,ìæà”êÊFAXî‘çÜ1,ìæà”êÊFAXî‘çÜ2,ìæà”êÊFAXî‘çÜ3,ìæà”êÊíSìñïîèêñº,ìæà”êÊíSìñé“ñêE,ìæà”êÊíSìñé“ñº,é{ê›ÉRÅ[Éh,é{ê›ê≥éÆñº,é{ê›ñº,é{ê›óXï÷î‘çÜ1,é{ê›óXï÷î‘çÜ2,é{ê›èZèä1,é{ê›èZèä2,é{ê›ìdòbî‘çÜ1,é{ê›ìdòbî‘çÜ2,é{ê›ìdòbî‘çÜ3,é{ê›FAXî‘çÜ1,é{ê›FAXî‘çÜ2,é{ê›FAXî‘çÜ3,é{ê›íSìñïîèêñº,é{ê›íSìñé“ñêE,é{ê›íSìñé“ñº,êfó√â»ÉRÅ[Éh,êfó√â»ê≥éÆñº,êfó√â»ñº,êfó√â»óXï÷î‘çÜ1,êfó√â»óXï÷î‘çÜ2,êfó√â»èZèä1,êfó√â»èZèä2,êfó√â»ìdòbî‘çÜ1,êfó√â»ìdòbî‘çÜ2,êfó√â»ìdòbî‘çÜ3,êfó√â»FAXî‘çÜ1,êfó√â»FAXî‘çÜ2,êfó√â»FAXî‘çÜ3,êfó√â»íSìñïîèêñº,êfó√â»íSìñé“ñêE,êfó√â»íSìñé“ñº,î[ì¸êÊÉRÅ[Éh,î[ì¸êÊê≥éÆñº,î[ì¸êÊñº,î[ì¸êÊóXï÷î‘çÜ1,î[ì¸êÊóXï÷î‘çÜ2,î[ì¸êÊèZèä1,î[ì¸êÊèZèä2,î[ì¸êÊèZèä3,î[ì¸êÊèZèä4,î[ì¸êÊèZèä5,î[ì¸êÊìdòbî‘çÜ1,î[ì¸êÊìdòbî‘çÜ2,î[ì¸êÊìdòbî‘çÜ3,î[ì¸êÊFAXî‘çÜ1,î[ì¸êÊFAXî‘çÜ2,î[ì¸êÊFAXî‘çÜ3,î[ì¸êÊìdòbî‘çÜ,î[ì¸êÊFAXî‘çÜ,î[ì¸êÊíSìñïîèêñº,î[ì¸êÊíSìñé“ñêE,î[ì¸êÊíSìñé“ñº,ÉwÉbÉ_ëqå…ÉRÅ[Éh,ÉwÉbÉ_â¡çHêÊÉRÅ[Éh,ÉwÉbÉ_édì¸êÊíçï∂î‘çÜ,àƒåèî‘çÜ,îzëóã∆é“ÉRÅ[Éh,ì`ï[ìEóv,çHéñèÍèä1,çHéñèÍèä2,çHä˙äJénì˙,çHä˙èIóπì˙,ìWé¶âÔÉRÅ[Éh,édì¸ÉåÅ[Ég,î≠íçèëìEóv,ëDêœä˙å¿,ëDêœì˙,èoç`ì˙,ì¸ç`ì˙,èoç`ó\íËì˙,ì¸ç`ó\íËì˙,å_ñÒî‘çÜ,éËå`êUèoì˙,ñfà’èåèÉRÅ[Éh,ñfà’åàçœèåèÉRÅ[Éh,ñfà’åàçœèåèñº,óAëóï˚ñ@ãÊï™,êœèoç`ÉRÅ[Éh,êœèoç`ñº,åoóRç`ÉRÅ[Éh,åoóRç`ñº,â◊ógç`ÉRÅ[Éh,â◊ógç`ñº,â◊éÛín,â◊ìnín,ëDï†ó\ñÒî‘çÜ,ëDÉRÅ[Éh,ëDñº,ëDâÔé–ÉRÅ[Éh,ëDâÔé–ñº,ëDâÔé–ê≥éÆñº,ëDâÔé–óXï÷î‘çÜ1,ëDâÔé–óXï÷î‘çÜ2,ëDâÔé–èZèä1,ëDâÔé–èZèä2,ëDâÔé–èZèä3,ëDâÔé–èZèä4,ëDâÔé–èZèä5,ëDâÔé–ìdòbî‘çÜ,ëDâÔé–FAXî‘çÜ,éñëOóAëóã∆é“,óAì¸êÊçëÉRÅ[Éh,BLDATE,í ä÷ì˙,äCè„ï€åØïtï€ì˙,ñfà’ï€åØïtï€ì˙,ã‚çséùçûì˙,î[ì¸êÊçëÉRÅ[Éh,í ä÷ã∆é“ÉRÅ[Éh,à◊ë÷ó\ñÒì‡óe,ÉRÉÅÉìÉg01,ÉRÉÅÉìÉg02,ÉRÉÅÉìÉg03,ÉRÉÅÉìÉg04,ÉRÉÅÉìÉg05,ÉRÉÅÉìÉg06,ÉRÉÅÉìÉg07,ÉRÉÅÉìÉg08,ÉRÉÅÉìÉg09,ÉRÉÅÉìÉg10,ñæç◊çsî‘çÜ,ñæç◊î≠íçãÊï™,ç¬ñ±â»ñ⁄ãÊï™,ñæç◊ëqå…ÉRÅ[Éh,ñæç◊â¡çHêÊÉRÅ[Éh,è§ïiÉRÅ[Éh,è§ïiñº,ãKäi,è§ïiÉâÉìÉN,è¡îÔê≈ì‡äOãÊï™,ê≈ó¶ãÊï™,ñæç◊â◊épíPà ÉRÅ[Éh,ñæç◊ì¸êî,ñæç◊â◊êî,ñæç◊ÉoÉâêî,ñæç◊êîó ,ñæç◊íPâøíPà ãÊï™,ñæç◊íPâøêîó ,ñæç◊íPâøêîó íPà ÉRÅ[Éh,â◊épíPâøÉtÉâÉO,î≠íçä|ó¶,âºíPâøãÊï™,édì¸íPâø,édì¸ã‡äz,édì¸è¡îÔê≈äz,îÑâøíPâø,ñæç◊édì¸êÊíçï∂î‘çÜ,ñæç◊ì¸â◊ó\íËì˙,ñæç◊édì¸ó\íËì˙,ñæç◊édì¸êÊî[ïiì˙,ñæç◊ìEóv,ämï€íSìñé“ÉRÅ[Éh,ï™êÕ1ÉRÅ[Éh,ï™êÕ2ÉRÅ[Éh,ï™êÕ3ÉRÅ[Éh,ï™êÕ4ÉRÅ[Éh,ï™êÕ5ÉRÅ[Éh,ì‡ñÛçsî‘çÜ,ÉçÉbÉgî‘çÜ,óLå¯ä˙å¿,ì‡ñÛâ◊épíPà ÉRÅ[Éh,ì‡ñÛì¸êî,ì‡ñÛâ◊êî,ì‡ñÛÉoÉâêî,ì‡ñÛêîó 
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1,3100,A10000,,CH232   0001837,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012615,,,,,,,73,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,1,3100,A10000,,CH232   0001838,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012615,,,,,,,74,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,3100,A10000,,CH232   0001728,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012615,,,,,,,75,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,1,3100,A10000,,CH232   0001840,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012620,,,,,,,76,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,1,3100,A10000,,CH232   0001841,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012620,,,,,,,77,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1,3100,A10000,,CH232   0001842,,,,,0,,,,,3,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012620,,,,,,,78,,,,,,,3
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1,3100,A10000,,CH232   0001844,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012666,,,,,,,79,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,3100,A10000,,CH232   0001747,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012666,,,,,,,80,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,3100,A10000,,CH232   0001236,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012666,,,,,,,81,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1,3100,A10000,,CH232   0001823,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012666,,,,,,,82,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,1,3100,A10000,,CH271   0001736,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012682,,,,,,,83,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,1,3100,A10000,,CH271   0001484,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012682,,,,,,,84,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1,3100,A10000,,CH271   0000899,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012682,,,,,,,85,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,1,3100,A10000,,CH271   0001736,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012684,,,,,,,86,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,1,3100,A10000,,CH271   0001484,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012684,,,,,,,87,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1,3100,A10000,,CH271   0000899,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012684,,,,,,,88,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,1,3100,A10000,,CH271   0001755,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012686,,,,,,,89,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,3100,A10000,,CH271   0001756,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012686,,,,,,,90,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,3100,A10000,,CH271   0000841,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012686,,,,,,,91,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,3100,A10000,,CH271   0001654,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012704,,,,,,,92,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,1,3100,A10000,,CH271   0001757,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012704,,,,,,,93,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1,3100,A10000,,CH271   0001596,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012704,,,,,,,94,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,1,3100,A10000,,CH271   0000983,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012704,,,,,,,95,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1,3100,A10000,,CH271   0000901,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012704,,,,,,,96,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,3100,A10000,,CH271   0001727,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012706,,,,,,,97,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1,3100,A10000,,CH271   0000906,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012706,,,,,,,98,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,3100,A10000,,CH271   0000907,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012706,,,,,,,99,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,3100,A10000,,CH271   0001417,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012722,,,,,,,100,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,1,3100,A10000,,CH271   0000877,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012722,,,,,,,101,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1,3100,A10000,,CH271   0001462,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012730,,,,,,,102,,,,,,,1
